Movie,Month,Day,Year,Budget,Domestic_Gross,Worldwide_Gross
Resident Evil: Retribution,Sep,14,2012,65,42.345531,238.940997
The Master,Sep,14,2012,37.5,16.247159,58.792011
Barfi,Sep,14,2012,4.6,2.804874,36.751984
Arbitrage,Sep,14,2012,12,7.919574,35.830713
Stolen,Sep,14,2012,35,0.289773,17.967746
End of Watch,Sep,21,2012,15,41.003371,57.586606
Trouble with the Curve,Sep,21,2012,60,35.763137,47.818913
House at the End of the Street,Sep,21,2012,6.9,31.611916,44.103982
Dredd,Sep,21,2012,45,13.414714,41.467606
The Perks of Being a Wallflower,Sep,21,2012,13,17.742948,33.069303
Hotel Transylvania,Sep,28,2012,85,148.313048,378.505812
Looper,Sep,28,2012,30,66.486205,170.466405
Pitch Perfect,Sep,28,2012,17,65.001093,116.044347
Won't Back Down,Sep,28,2012,19,5.310554,5.745503
The Other Dream Team,Sep,28,2012,0.5,0.134109,0.314444
Stitches,Apr,1,2013,2,0,0.063555
Evil Dead,Apr,5,2013,17,54.239856,97.778356
Trance,Apr,5,2013,16,2.322593,22.594052
The Brass Teapot,Apr,5,2013,0.9,0.006997,0.413733
Eddie: The Sleepwalking Cannibal,Apr,5,2013,1.4,0.001632,0.001632
42,Apr,12,2013,40,95.020213,97.470701
Scary Movie V,Apr,12,2013,20,32.015787,78.613981
Antiviral,Apr,12,2013,3.1,0,0.123407
Un monstre à Paris,Apr,16,2013,40,0,27.000381
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Apr,17,2013,0.5,0.152449,0.152449
Oblivion,Apr,19,2013,120,89.107235,287.916633
Filly Brown,Apr,19,2013,1.25,2.850357,2.940411
Home Run,Apr,19,2013,1.2,2.859955,2.859955
The Lords of Salem,Apr,19,2013,1.5,1.165881,1.541131
Pain & Gain,Apr,26,2013,26,49.875291,81.275291
The Big Wedding,Apr,26,2013,32.5,21.819348,48.425971
Mud,Apr,26,2013,10,21.590086,31.556959
The Reluctant Fundamentalist,Apr,26,2013,15,0.528731,0.528731
2 Guns,Aug,2,2013,61,75.61246,132.493015
The Spectacular Now,Aug,2,2013,2.5,6.852971,6.916951
The Canyons,Aug,2,2013,0.25,0.059671,0.062375
We're the Millers,Aug,7,2013,37,150.394119,267.816276
Percy Jackson: Sea of Monsters,Aug,7,2013,90,68.559554,200.859554
Midnight Cabaret,Aug,7,2013,0.3,0,0
Elysium,Aug,9,2013,120,93.050117,286.192091
Lee Daniels' The Butler,Aug,16,2013,30,116.632095,177.025498
Kick-Ass 2,Aug,16,2013,28,28.795985,63.129909
Jobs,Aug,16,2013,18,16.13141,43.402515
Paranoia,Aug,16,2013,40,7.388654,16.173593
Ain't Them Bodies Saints,Aug,16,2013,5,0.391611,1.075009
Underdogs,Aug,16,2013,2.5,0.035017,0.035017
The Mortal Instruments: City of Bones,Aug,21,2013,60,31.165421,75.965567
Yi dai zong shi,Aug,23,2013,38.6,6.594959,57.987299
The World's End,Aug,23,2013,20,26.004851,47.508505
The Frozen Ground,Aug,23,2013,19.2,0,5.61746
Drinking Buddies,Aug,23,2013,0.5,0.343706,0.4071
Sparrows Dance,Aug,23,2013,0.175,0.002602,0.002602
No se Aceptan Devoluciones,Aug,30,2013,5,44.467206,100.486616
One Direction: This is Us,Aug,30,2013,10,28.873374,68.541786
Getaway,Aug,30,2013,18,10.501938,11.813989
Out of the Furnace,Dec,4,2013,22,11.330849,15.434375
Inside Llewyn Davis,Dec,6,2013,11,13.248209,32.943247
Khumba,Dec,6,2013,15,0,20.898221
The Last Days on Mars,Dec,6,2013,10.6,0.024084,0.261364
The Hobbit: The Desolation of Smaug,Dec,13,2013,250,258.366855,960.366855
American Hustle,Dec,13,2013,40,150.117807,257.878294
Saving Mr. Banks,Dec,13,2013,35,83.299761,114.962525
Tyler Perry's A Madea Christmas,Dec,13,2013,25,52.543354,52.543354
Walking with Dinosaurs,Dec,20,2013,80,36.076121,130.58073
The Wolf of Wall Street,Dec,25,2013,100,116.900694,389.870414
The Secret Life of Walter Mitty,Dec,25,2013,91,58.236838,188.281304
47 Ronin,Dec,25,2013,175,38.362475,151.716815
Lone Survivor,Dec,25,2013,40,125.095601,149.804632
Grudge Match,Dec,25,2013,40,29.80726,69.80726
August: Osage County,Dec,25,2013,25,37.73881,50.73881
Metegol,Dec,31,2013,22,0,30.051905
Geograf globus propil,Dec,31,2013,4,0,4.454853
Zulu,Dec,31,2013,16,0,1.844228
Heli,Dec,31,2013,1,0,0.552614
Space Pirate Captain Harlock,Dec,31,2013,30,0,0.14349
Speak No Evil,Dec,31,2013,0.15,0,0.032927
Paraphobia,Dec,31,2013,0.03,0,0
Echo Dr.,Dec,31,2013,0.1,0,0
Warm Bodies,Feb,1,2013,30,66.380662,115.121608
Bullet to the Head,Feb,1,2013,55,9.489829,22.597969
Bullet to the Head,Feb,1,2013,55,9.489829,22.597969
The Gatekeepers,Feb,1,2013,1.5,2.408553,2.592308
Identity Thief,Feb,8,2013,35,134.50692,175.361578
Side Effects,Feb,8,2013,30,32.172757,66.742138
ABCD (Any Body Can Dance),Feb,8,2013,1.9,0.222098,10.137234
A Good Day to Die Hard,Feb,14,2013,92,67.349198,304.249198
Safe Haven,Feb,14,2013,28,71.39912,94.050951
Beautiful Creatures,Feb,14,2013,50,19.452138,60.282876
Escape From Planet Earth,Feb,15,2013,40,57.012977,74.15661
Snitch,Feb,22,2013,15,42.930462,57.907734
Dark Skies,Feb,22,2013,3.5,17.418667,27.704111
Inescapable,Feb,22,2013,4,0.004327,0.004327
Tao Jie,Feb,26,2013,5.4,0,4.728896
Texas Chainsaw 3D,Jan,4,2013,20,34.341945,47.666013
Promised Land,Jan,4,2013,15,7.597898,12.394562
All Superheroes Must Die,Jan,4,2013,0.02,0,0
Now is Good,Jan,8,2013,0.5,0,2.141436
Gangster Squad,Jan,11,2013,60,46.000903,104.100903
A Haunted House,Jan,11,2013,2.5,40.041683,59.922558
Quartet,Jan,11,2013,11,18.388357,56.178935
Mama,Jan,18,2013,15,71.62818,148.095566
The Last Stand,Jan,18,2013,30,12.050299,48.330757
Broken City,Jan,18,2013,35,19.701164,34.480045
Parker,Jan,25,2013,35,17.616641,48.543388
Movie 43,Jan,25,2013,10,8.840453,31.164747
Supporting Characters,Jan,25,2013,0.06,0.004917,0.004917
Last Vegas,Jan,28,2013,28,63.914167,112.914167
The Lone Ranger,Jul,2,2013,275,89.302115,260.002115
Despicable Me 2,Jul,3,2013,76,368.065385,975.216835
Kevin Hart: Let Me Explain,Jul,3,2013,2.5,32.244051,32.327255
The Way Way Back,Jul,5,2013,5,21.50269,26.85381
Pacific Rim,Jul,12,2013,190,101.802906,411.002906
Grown Ups 2,Jul,12,2013,80,133.668525,247.023808
Fruitvale Station,Jul,12,2013,0.9,16.098998,17.549645
Turbo,Jul,17,2013,135,83.02813,286.896578
The Conjuring,Jul,19,2013,20,137.400141,318.000141
RED 2,Jul,19,2013,84,53.26256,137.16256
R.I.P.D.,Jul,19,2013,130,33.618855,79.076678
Only God Forgives,Jul,19,2013,4.8,0.775849,4.49456
The Act of Killing,Jul,19,2013,1,0.486919,0.501289
Grabbers,Jul,19,2013,5.3,0,0.440821
Twixt,Jul,23,2013,7,0,1.268346
The Wolverine,Jul,26,2013,115,132.556852,416.456852
Blue Jasmine,Jul,26,2013,18,33.404871,102.912961
The To Do List,Jul,26,2013,1.5,3.491669,4.128828
Stranded,Jul,26,2013,1.9,0,0.285593
The Smurfs 2,Jul,31,2013,110,71.017784,348.547523
The Internship,Jun,7,2013,58,44.672764,93.672764
The Internship,Jun,7,2013,58,44.672764,93.672764
The Purge,Jun,7,2013,3,64.473115,91.266581
This is the End,Jun,12,2013,32,101.470202,126.539117
Man of Steel,Jun,14,2013,225,291.045518,667.999518
20 Feet From Stardom,Jun,14,2013,1,4.94625,5.892466
Monsters University,Jun,21,2013,200,268.488329,743.588329
World War Z,Jun,21,2013,190,202.359711,531.51465
This Is Martin Bonner,Jun,21,2013,0.042,0,0
The Heat,Jun,28,2013,43,159.581587,229.727774
White House Down,Jun,28,2013,150,73.103784,205.440387
Redemption,Jun,28,2013,23,0.036686,13.593473
Detention of the Dead,Jun,28,2013,0.5,0.001778,0.001778
Jack the Giant Slayer,Mar,1,2013,195,65.187603,197.687603
21 and Over,Mar,1,2013,13,25.68238,42.195766
The Last Exorcism Part II,Mar,1,2013,4,15.179303,25.448707
Stoker,Mar,1,2013,12,1.703125,12.034913
Ernest et Celestine,Mar,1,2013,12.5,0.292562,9.376444
The Sweeney,Mar,1,2013,4.5,0.026345,8.000366
Phantom,Mar,1,2013,18,1.034589,1.19951
The Lost Medallion: The Adventures of Billy Stone,Mar,1,2013,2.5,0.549632,0.549632
Oz the Great and Powerful,Mar,8,2013,200,234.770996,490.359051
Dead Man Down,Mar,8,2013,30,10.895295,19.599974
The Call,Mar,15,2013,12.8,51.872378,69.821476
Spring Breakers,Mar,15,2013,5,14.124286,31.149251
The Incredible Burt Wonderstone,Mar,15,2013,32,22.537881,27.392609
Upside Down,Mar,15,2013,50,0.102118,26.387039
The Croods,Mar,22,2013,135,187.168425,573.068425
Olympus Has Fallen,Mar,22,2013,70,98.927592,150.562164
Admission,Mar,22,2013,13,18.007317,18.733666
On the Road,Mar,22,2013,25,0.720828,9.313302
G.I. Joe: Retaliation,Mar,27,2013,140,122.52306,375.740705
The Host,Mar,29,2013,50,26.623701,64.477051
The Place Beyond the Pines,Mar,29,2013,15,21.403519,47.011449
Iron Man 3,May,3,2013,200,408.992272,1215.392272
The Iceman,May,3,2013,10,1.930282,3.623609
"Cinco de Mayo, La Batalla",May,3,2013,10,0.173472,0.173472
Aroused,May,3,2013,0.15,0,0
The Great Gatsby,May,10,2013,190,144.840419,351.040419
Peeples,May,10,2013,15,9.177065,9.307166
Star Trek Into Darkness,May,16,2013,190,228.778661,467.381584
Jagten,May,17,2013,3.45,0.687185,18.309793
Frances Ha,May,17,2013,3,4.067398,11.267511
Open Road,May,21,2013,3,0,0.047469
The Hangover 3,May,23,2013,103,112.200072,362.000072
Fast and Furious 6,May,24,2013,160,238.67985,789.300444
Epic,May,24,2013,100,107.518682,262.794441
Before Midnight,May,24,2013,3,8.110621,23.25193
Now You See Me,May,31,2013,75,117.723989,342.7692
After Earth,May,31,2013,130,60.522097,251.499665
Yeh Jawaani Hai Deewani,May,31,2013,8.3,3.827466,50.827466
The East,May,31,2013,6.5,2.274649,3.027956
Ender's Game,Nov,1,2013,110,61.737191,127.983283
Free Birds,Nov,1,2013,55,55.75048,110.387072
Free Birds,Nov,1,2013,55,55.75048,110.387072
About Time,Nov,1,2013,12,15.323921,89.309178
Dallas Buyers Club,Nov,1,2013,5,27.298285,60.611845
Thor: The Dark World,Nov,8,2013,150,206.36214,644.602516
The Book Thief,Nov,8,2013,19,21.488481,76.086711
The Best Man Holiday,Nov,15,2013,17,70.525195,72.83571
La grande bellezza,Nov,15,2013,12,2.883879,29.549145
Nebraska,Nov,15,2013,12,17.654912,24.76136
The Christmas Candle,Nov,15,2013,7,1.632,1.933829
Frozen,Nov,22,2013,150,400.738009,1274.23498
The Hunger Games: Catching Fire,Nov,22,2013,130,424.668047,864.868047
Philomena,Nov,22,2013,12,37.709979,98.963392
Delivery Man,Nov,22,2013,22,30.659817,70.53687
Homefront,Nov,27,2013,22,20.158492,51.695362
Black Nativity,Nov,27,2013,17.5,7.018188,7.285135
Mandela: Long Walk to Freedom,Nov,29,2013,35,8.323085,29.890402
Gravity,Oct,4,2013,110,274.092705,695.941797
Runner Runner,Oct,4,2013,30,19.316646,60.51268
Grace Unplugged,Oct,4,2013,1.7,2.507159,2.507159
The Dirties,Oct,4,2013,0.055,0,0
Captain Phillips,Oct,11,2013,55,107.136417,220.648184
Captain Phillips,Oct,11,2013,55,107.136417,220.648184
La Vie d'Adèle – Chapitres 1 & 2,Oct,11,2013,5.25,2.450504,22.93437
Machete Kills,Oct,11,2013,20,8.008161,18.273009
All the Boys Love Mandy Lane,Oct,11,2013,0.75,0,1.960521
Escape from Tomorrow,Oct,11,2013,0.65,0.171962,0.171962
12 Years a Slave,Oct,18,2013,20,56.671993,181.025343
Escape Plan,Oct,18,2013,70,25.135965,103.735965
Carrie,Oct,18,2013,30,35.266619,82.40952
All is Lost,Oct,18,2013,8.5,6.26367,10.386814
The Fifth Estate,Oct,18,2013,26,3.254172,6.154172
Jackass Presents: Bad Grandpa,Oct,25,2013,15,102.003019,160.903019
The Counselor,Oct,25,2013,25,16.973715,71.009334
Her Cry: La Llorona Investigation,Oct,25,2013,0.035,0,0
A True Story,Oct,25,2013,0.045,0,0
Riddick,Sep,6,2013,38,42.025135,94.763758
Winnie Mandela,Sep,6,2013,15,0.061847,0.061847
Insidious Chapter 2,Sep,13,2013,5,83.586447,161.921515
The Family,Sep,13,2013,30,36.918811,51.078541
Plush,Sep,13,2013,2,0.00308,0.028864
Enough Said,Sep,18,2013,8,17.550872,25.621449
Prisoners,Sep,20,2013,46,61.002302,113.402302
Rush,Sep,20,2013,38,26.947624,98.230839
Feichang Xingyun,Sep,20,2013,8,0,21.97
Battle of the Year,Sep,20,2013,20,8.888355,16.723377
Cloudy with a Chance of Meatballs 2,Sep,27,2013,78,119.793567,274.392649
Don Jon,Sep,27,2013,5.5,24.477704,41.268579
Baggage Claim,Sep,27,2013,8.5,21.569509,22.885836
Metallica Through the Never,Sep,27,2013,18,3.419967,9.082906
Dom Hemingway,Apr,2,2014,7,0.523511,1.857458
Captain America: The Winter Soldier,Apr,4,2014,170,259.746958,714.401889
Under the Skin,Apr,4,2014,13.3,2.614251,7.229933
Rio 2,Apr,11,2014,130,131.538435,492.846291
Oculus,Apr,11,2014,5,27.695246,44.115496
Draft Day,Apr,11,2014,25,28.842237,29.84748
The Railway Man,Apr,11,2014,18,4.438438,23.91021
Joe,Apr,11,2014,4,0.373375,0.373375
Jesus People,Apr,11,2014,0.25,0,0
Heaven is for Real,Apr,16,2014,12,91.386097,100.919111
Closer to the Moon,Apr,17,2014,1.5,0,0.005396
Transcendence,Apr,18,2014,100,23.022309,103.039258
A Haunted House 2,Apr,18,2014,4,17.329487,21.206861
The Other Woman,Apr,25,2014,40,83.911193,195.111193
Brick Mansions,Apr,25,2014,28,20.396829,73.421224
Blue Ruin,Apr,25,2014,0.42,0.258384,0.435168
Guardians of the Galaxy,Aug,1,2014,170,333.172112,771.051335
Get on Up,Aug,1,2014,30,30.569935,33.339868
Teenage Mutant Ninja Turtles,Aug,8,2014,125,191.204754,485.004754
The Hundred-Foot Journey,Aug,8,2014,22,54.235441,94.270488
Swelter,Aug,12,2014,8,0,0.044197
Let’s Be Cops,Aug,13,2014,17,82.390774,136.890774
The Expendables 3,Aug,15,2014,100,39.322544,209.461378
The Giver,Aug,15,2014,25,45.090374,55.090374
Fort McCoy,Aug,15,2014,3,0.078948,0.078948
Night Lights,Aug,15,2014,0.25,0.012848,0.012848
If I Stay,Aug,22,2014,11,50.474843,78.35617
Sin City: A Dame to Kill For,Aug,22,2014,65,13.757804,39.499349
When the Game Stands Tall,Aug,22,2014,15,30.127963,30.138912
Sanctuary; Quite a Conundrum,Aug,26,2014,0.2,0,0
The November Man,Aug,27,2014,15,25.018119,34.820335
"As Above, So Below",Aug,29,2014,5,21.222315,41.824066
Il conformista,Aug,29,2014,0.75,0.059656,0.059656
Wild,Dec,3,2014,15,37.880356,52.501541
The Gambler,Dec,10,2014,25,33.680992,38.718031
Exodus: Gods and Kings,Dec,12,2014,140,65.014513,268.314513
Top Five,Dec,12,2014,12,25.317379,25.514848
Inherent Vice,Dec,12,2014,20,8.110975,14.772346
The Hobbit: The Battle of the Five Armies,Dec,17,2014,250,255.119788,955.119788
Night at the Museum: Secret of the Tomb,Dec,19,2014,127,113.746621,356.546621
Annie,Dec,19,2014,65,85.911262,139.840525
Mr. Turner,Dec,19,2014,14,3.958546,25.187026
American Sniper,Dec,25,2014,58,350.126372,547.326372
Into the Woods,Dec,25,2014,56.2,128.002372,203.502372
Into the Woods,Dec,25,2014,56.2,128.002372,203.502372
Unbroken,Dec,25,2014,65,115.637895,163.527824
Big Eyes,Dec,25,2014,10,14.482031,27.317872
Barbecue,Dec,26,2014,10,0.000388,0.173613
A Most Violent Year,Dec,31,2014,20,5.749134,6.071433
Dragon Nest Warriors' Dawn,Dec,31,2014,40,0,0.19609
Destiny,Dec,31,2014,0.75,0,0.00045
Stories of Our Lives,Dec,31,2014,0.015,0,0
Dry Spell,Dec,31,2014,0.022,0,0
Happy 40th,Dec,31,2014,0.035,0,0
The Image Revolution,Dec,31,2014,0.05,0,0
"Dude, Where's My Dog",Dec,31,2014,0.1,0,0
H.,Dec,31,2014,0.2,0,0
Horse Camp,Dec,31,2014,0.25,0,0
Pancakes,Dec,31,2014,0.4,0,0
Rise Of the Entrepreneur - The Search For A Better Way,Dec,31,2014,0.45,0,0
The Interview,Feb,6,2014,44,6.105175,12.342632
The Lego Movie,Feb,7,2014,60,257.784718,457.729388
The Monuments Men,Feb,7,2014,70,78.03162,158.702748
RoboCop,Feb,12,2014,120,58.607007,242.981799
About Last Night,Feb,14,2014,13,48.637684,50.44586
Endless Love,Feb,14,2014,20,23.43825,34.718173
Winter's Tale,Feb,14,2014,60,12.600231,22.46862
Pompeii,Feb,21,2014,80,23.169033,108.469033
3 Days to Kill,Feb,21,2014,28,30.697999,38.9599
Son of God,Feb,28,2014,22,59.700064,70.949793
The Lunchbox,Feb,28,2014,1.7,4.2315,12.2315
Paranormal Activity: The Marked Ones,Jan,3,2014,5,32.462372,87.251115
The Legend of Hercules,Jan,10,2014,70,18.848538,58.953319
Her,Jan,10,2014,23,25.568251,48.447651
Banshee Chapter,Jan,10,2014,0.95,0,0.078122
Ride Along,Jan,17,2014,25,134.202565,153.7338
Jack Ryan: Shadow Recruit,Jan,17,2014,60,50.577412,131.377412
The Nut Job,Jan,17,2014,30,64.251538,122.529966
Devil's Due,Jan,17,2014,7,15.821461,36.146087
"I, Frankenstein",Jan,24,2014,65,19.07529,74.57529
Snezhnaya koroleva,Jan,28,2014,7,0,15.20633
That Awkward Moment,Jan,31,2014,8,26.068955,53.068955
Labor Day,Jan,31,2014,18,13.371528,14.18981
Mutual Friends,Jul,1,2014,0.45,0,0
Tammy,Jul,2,2014,20,84.525432,96.407655
Deliver Us from Evil,Jul,2,2014,30,30.577122,87.956618
Earth to Echo,Jul,2,2014,13,38.934842,42.174545
Dawn of the Planet of the Apes,Jul,11,2014,170,208.545589,710.644566
Boyhood,Jul,11,2014,4,25.379975,57.273049
As It Is in Heaven,Jul,11,2014,0.45,0.013486,0.013486
Sex Tape,Jul,18,2014,40,38.543473,126.069509
The Purge: Anarchy,Jul,18,2014,9,71.56255,111.534881
Wish I Was Here,Jul,18,2014,6,3.591299,6.591365
I Origins,Jul,18,2014,1,0.336472,0.852399
An American in Hollywood,Jul,18,2014,0.125,0,0
Lucy,Jul,25,2014,40,126.57396,457.507776
Hercules,Jul,25,2014,100,72.688614,243.388614
A Most Wanted Man,Jul,25,2014,15,17.237855,36.06889
And So It Goes,Jul,25,2014,18,15.160801,17.762041
Happy Christmas,Jul,25,2014,0.07,0.030312,0.030312
Edge of Tomorrow,Jun,6,2014,178,100.206256,370.541256
The Fault in Our Stars,Jun,6,2014,12,124.87235,307.166834
Obvious Child,Jun,6,2014,1,3.122616,3.32407
Anna,Jun,6,2014,4.357373,0,1.2
Test,Jun,6,2014,0.25,0.018823,0.018823
How to Train Your Dragon 2,Jun,13,2014,145,177.002924,614.58627
The Rover,Jun,13,2014,8.5,1.109199,3.180252
The Signal,Jun,13,2014,4,0.600896,2.665322
Los insolitos peces gato,Jun,13,2014,1.3,0.011278,0.016653
Beneath Hill 60,Jun,17,2014,9,0,3.440939
The Past is a Grotesque Animal,Jun,19,2014,0.1,0.020056,0.020056
Think Like a Man Too,Jun,20,2014,24,65.028687,70.027933
Jersey Boys,Jun,20,2014,40,47.047013,65.282732
Transformers: Age of Extinction,Jun,27,2014,210,245.439076,1104.039076
Snowpiercer,Jun,27,2014,40,4.563029,88.06988
Begin Again,Jun,27,2014,8,16.170632,68.838736
They Came Together,Jun,27,2014,3,0,0.08278
300: Rise of an Empire,Mar,7,2014,110,106.580051,330.780051
Mr. Peabody & Sherman,Mar,7,2014,145,111.50643,269.80643
The Grand Budapest Hotel,Mar,7,2014,31,59.076019,164.350409
The Face of Love,Mar,7,2014,4,0.385069,1.158877
Need for Speed,Mar,14,2014,66,43.568507,194.169619
Bad Words,Mar,14,2014,10,7.779614,7.843145
Veronica Mars,Mar,14,2014,6,3.322127,3.485383
The Word,Mar,14,2014,0.2,0.003648,0.003648
Divergent,Mar,21,2014,85,150.947895,276.014965
Muppets Most Wanted,Mar,21,2014,55,51.178893,79.312301
Muppets Most Wanted,Mar,21,2014,55,51.178893,79.312301
God’s Not Dead,Mar,21,2014,1.15,60.755732,63.777092
Blood Ties,Mar,21,2014,26,0.042472,2.923959
50 to 1,Mar,21,2014,10,1.069454,1.069454
Cheap Thrills,Mar,21,2014,0.1,0.059424,0.059424
Noah,Mar,28,2014,130,101.200044,352.831065
Sabotage,Mar,28,2014,35,10.508518,18.376443
Locker 13,Mar,28,2014,0.3,0.003496,0.003496
The Amazing Spider-Man 2,May,2,2014,200,202.853933,708.996336
Ida,May,2,2014,2.6,3.82706,15.298355
Water & Power,May,2,2014,0.6,0.042557,0.042557
Neighbors,May,9,2014,18,150.0868,270.944428
Legends of Oz: Dorothy’s Return,May,9,2014,70,8.462347,20.107933
Moms’ Night Out,May,9,2014,5,10.429707,10.537341
Palo Alto,May,9,2014,1,0.767732,1.156309
Godzilla,May,16,2014,160,200.676069,529.076069
Million Dollar Arm,May,16,2014,25,36.447959,39.217912
The Immigrant,May,16,2014,16,2.013456,7.585011
X-Men: Days of Future Past,May,23,2014,200,233.921534,747.862775
Blended,May,23,2014,45,46.290741,127.990741
Maleficent,May,30,2014,180,241.407328,758.536735
A Million Ways to Die in The West,May,30,2014,40,42.720965,86.778557
Interstellar,Nov,5,2014,165,188.017894,667.752422
Big Hero 6,Nov,7,2014,165,222.527828,652.127828
The Theory of Everything,Nov,7,2014,15,35.893537,123.327692
Elsa & Fred,Nov,7,2014,10,0.067657,0.109144
Dumb and Dumber To,Nov,14,2014,40,86.20801,156.553592
Beyond the Lights,Nov,14,2014,7,14.618727,14.618727
The Homesman,Nov,14,2014,16,2.429989,8.217571
Rosewater,Nov,14,2014,10,3.128941,3.168858
The Hunger Games: Mockingjay - Part 1,Nov,21,2014,125,337.135885,766.652288
The Sleepwalker,Nov,21,2014,1.1,0.002636,0.002636
Penguins of Madagascar,Nov,26,2014,132,83.350911,367.650911
Horrible Bosses 2,Nov,26,2014,40,54.445357,105.945357
The Imitation Game,Nov,28,2014,15,91.125143,227.773686
Antarctica: A Year on Ice,Nov,28,2014,1,0.288757,0.288757
"Men, Women and Children",Oct,1,2014,16,0.705908,1.705908
Gone Girl,Oct,3,2014,61,167.767189,368.567189
Annabelle,Oct,3,2014,6.5,84.273813,256.86292
Left Behind,Oct,3,2014,16,14.019924,20.769209
La chambre bleue,Oct,3,2014,1.4,0.260441,1.94542
Dracula Untold,Oct,10,2014,70,55.99188,220.241723
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Oct,10,2014,28,66.954149,101.379287
St. Vincent,Oct,10,2014,13,44.137712,54.837234
Whiplash,Oct,10,2014,3.3,13.092006,33.474334
Addicted,Oct,10,2014,5,17.39077,17.499242
Automata,Oct,10,2014,15,0,6.775458
Kill the Messenger,Oct,10,2014,5,2.450846,6.656705
Meet the Mormons,Oct,10,2014,2,6.047363,6.049171
Fury,Oct,17,2014,80,85.817906,210.315681
Birdman or (The Unexpected Virtue of Ignorance),Oct,17,2014,18,42.340598,103.215094
The Best of Me,Oct,17,2014,26,26.766213,41.059418
Rudderless,Oct,17,2014,5,0.056001,0.567219
Housebound,Oct,17,2014,1.5,0,0.236863
Camp X-Ray,Oct,17,2014,1,0.009837,0.009837
Ouija,Oct,24,2014,5,50.85601,103.683342
John Wick,Oct,24,2014,30,43.037835,76.235001
23 Blast,Oct,24,2014,1,0.549185,0.549185
Nightcrawler,Oct,31,2014,8.5,32.381218,50.334418
Before I Go to Sleep,Oct,31,2014,22,3.242457,19.563579
All You Need Is Love,Oct,31,2014,0.3,0,0
Falcon Rising,Sep,4,2014,4.5,0.011774,0.011774
Thunder and the House of Magic,Sep,5,2014,34,0.004091,10.392666
Frontera,Sep,5,2014,2.3,0.059696,0.059696
Born to Fly: Elizabeth Streb vs. Gravity,Sep,10,2014,0.5,0.001822,0.001822
Dolphin Tale 2,Sep,12,2014,36,42.024533,57.824533
No Good Deed,Sep,12,2014,13.2,52.543632,54.32321
The Drop,Sep,12,2014,12.6,10.724389,19.054534
The Skeleton Twins,Sep,12,2014,1,5.284309,5.797192
Atlas Shrugged: Who Is John Galt?,Sep,12,2014,5,0.85169,0.85169
Faith Connections,Sep,12,2014,0.55,0.009111,0.009111
Archaeology of a Woman,Sep,12,2014,0.2,0,0
The Maze Runner,Sep,19,2014,34,102.427862,348.319861
A Walk Among the Tombstones,Sep,19,2014,28,26.017685,62.108587
This is Where I Leave You,Sep,19,2014,20,34.29632,41.29632
Tusk,Sep,19,2014,3,1.821983,1.857688
Pump,Sep,19,2014,2,0.072277,0.072277
Not Cool,Sep,19,2014,0.8,0.035688,0.035688
The Equalizer,Sep,26,2014,55,101.530738,192.903624
The Equalizer,Sep,26,2014,55,101.530738,192.903624
The Boxtrolls,Sep,26,2014,60,50.837305,111.946251
Jimi: All is By My Side,Sep,26,2014,5,0.340911,0.927074
Two Night Stand,Sep,26,2014,1.6,0.0156,0.868081
Plastic,Sep,26,2014,10,0,0.552641
Woman in Gold,Apr,1,2015,11,33.307793,56.758138
Furious 7,Apr,3,2015,190,353.00702,1518.722794
Lost River,Apr,7,2015,2,0.045431,0.045431
The Longest Ride,Apr,10,2015,34,37.446117,63.802928
Ex Machina,Apr,10,2015,13,25.440971,38.976797
Desert Dancer,Apr,10,2015,4,0.155271,0.324218
The Sisterhood of Night,Apr,10,2015,1,0.00687,0.00687
Loin des hommes,Apr,14,2015,7.7,0.005336,1.080428
Paul Blart: Mall Cop 2,Apr,17,2015,38,71.091594,107.650646
Unfriended,Apr,17,2015,1,32.789645,62.869004
Child 44,Apr,17,2015,50,1.22433,3.43433
Antarctic Edge: 70º South,Apr,17,2015,0.15,0.007193,0.007193
The Front Man,Apr,21,2015,0.02,0,0
Ten,Apr,21,2015,0.025,0,0
The Age of Adaline,Apr,24,2015,30,42.629776,69.057415
The Water Diviner,Apr,24,2015,22.5,4.200117,30.864649
Little Boy,Apr,24,2015,20,6.485961,17.684355
Brotherly Love,Apr,24,2015,1.9,0.478595,0.478595
Yi ge ren de wu lin,Apr,24,2015,25,0.129115,0.129115
Bending Steel,Aug,4,2015,0.05,0,0
Shaun the Sheep,Aug,5,2015,25,19.375982,101.937062
Fantastic Four,Aug,7,2015,120,56.117548,167.977596
The Gift,Aug,7,2015,5,43.787265,58.978653
Ricki and the Flash,Aug,7,2015,18,26.839498,41.166033
The Diary of a Teenage Girl,Aug,7,2015,2,1.477002,2.279959
The Brain That Sings,Aug,11,2015,0.125,0,0
Straight Outta Compton,Aug,14,2015,28,161.197785,202.182981
The Man From U.N.C.L.E.,Aug,14,2015,75,45.445109,105.445109
Brothers,Aug,14,2015,13,0.656688,17.856688
Z Storm,Aug,18,2015,7,0,2.05333
The Love Letter,Aug,18,2015,0.25,0,0
Hitman: Agent 47,Aug,21,2015,35,22.46745,81.96745
Sinister 2,Aug,21,2015,10,27.740955,54.104225
American Ultra,Aug,21,2015,28,14.439985,30.295076
Top Spin,Aug,21,2015,0.15,0.005858,0.005858
